"N1H1_Pool_1"	"N1H1_Pool_2"	"N1H1_Pool_3"	"P1A8_Pool_1"	"P1A8_Pool_2"	"P1A8_Pool_3"
"ENSG00000004961"	36.0445290282025	30.2507011020789	37.0096737312145	42.6512478863445	41.465416053473	40.8846016060038
"ENSG00000004975"	95.4733186242885	104.383851786172	81.240747214861	61.8572117141625	64.076284965657	59.6846364684432
"ENSG00000005007"	88.3984627199926	88.3118520351372	86.4516436271274	101.633094574461	106.562837034519	99.1928628099755
"ENSG00000005020"	250.747787681731	241.16414286108	267.684159004926	119.069603001636	120.785802963151	126.251149259244
"ENSG00000005022"	289.166117046244	254.232950616751	290.147225609835	293.130562126396	268.466140423042	276.821911004017
"ENSG00000005059"	25.2833008369313	23.6031200532215	24.9876843706315	29.9701508483994	29.5035370160595	31.5002248027895
"ENSG00000005073"	1.68865639610432	1.8487007043468	2.68997140778095	6.9690738227428	6.14906226981185	6.72328035438286
"ENSG00000005075"	28.4777844581395	30.5468971184331	28.7309133445768	23.4791986203721	21.3971758196074	21.846829197883
"ENSG00000005100"	43.0449127650848	41.2739051198045	51.2062891536094	46.448204266892	46.680503560638	45.2639774475038
"ENSG00000005102"	0.186180418534104	0.126219893332735	0.246184082469276	2.58045579260511	3.20928461979386	3.31581313713573
"ENSG00000005108"	2.6809980268911	3.07135073776323	3.65173055662759	4.46050215578884	5.21508750716502	8.16440781879647
"ENSG00000005156"	15.6763912405716	16.4085861332556	18.4638061851957	15.4458711014506	17.541657978646	15.7344717733894
"ENSG00000005175"	55.5562368905766	47.7531929775516	51.2062891536094	44.8999307913289	44.7111698166736	43.9501646950538
"ENSG00000005187"	4.2117734280785	4.66298359268902	4.02552005517678	4.63929087856219	3.22277820285436	3.79410354153956
"ENSG00000005189"	10.2026869356689	10.3500312532843	10.3807621441211	10.6384819598273	10.9349079590794	10.1976894594929
"ENSG00000005194"	123.363145320697	106.361296781718	116.764700008373	135.584520074309	131.033632260447	129.629524908401
"ENSG00000005206"	26.2886750970155	34.1214444976162	28.8445683293168	24.9198302257294	23.9966963616405	20.9897227831894
"ENSG00000005238"	18.9531666067718	22.256774524339	17.3149471336724	25.0672848424496	26.2942523962656	19.9887225908465
"ENSG00000005243"	8.86479444808283	9.67685848884305	9.92942465959412	9.87945932025957	10.1384218670761	10.2602519715143
"ENSG00000005249"	8.4153549177415	7.06831402663319	8.24716676272074	12.4599151128647	13.3477064868699	13.7324713887036
"ENSG00000005302"	34.1454887591547	32.2281460976251	37.4610112157415	39.2597917017778	43.5076880842509	40.3528202538216
"ENSG00000005339"	126.639920686898	136.443704692687	115.624457399737	76.3077641527511	92.5951551097343	95.6893621367755
"ENSG00000005379"	1.41497118085919	2.27195807998924	2.0515340205773	1.73259174646343	1.75051888352392	1.28253149643929
"ENSG00000005436"	28.8207287890793	27.5554856464473	30.3216728241325	23.9613752170475	23.8872889314202	25.367847374449
"ENSG00000005448"	94.1700556945498	112.140905697424	88.5852390085278	78.6670380202758	77.2781148788999	62.9066058375468
"ENSG00000005469"	14.2986561434192	15.1043139021507	15.2223824326836	19.1322365194579	18.2345717033742	17.6739096460537
"ENSG00000005471"	8.52706316886196	10.9390574221704	9.56014853589021	4.68168408086927	4.37629720880981	3.81631323330716
"ENSG00000005483"	112.041514069638	117.342427501666	108.731303090597	79.7360839914979	90.9905127998373	90.4653923829862
"ENSG00000005486"	38.5021105528527	33.6165649242852	41.3589258548383	49.6922058347384	47.9569235798742	47.2346965761788
"ENSG00000005700"	120.719383377513	113.97656367946	120.835353812003	110.95959908202	120.676395532931	131.819212829151
"ENSG00000005801"	15.0433778175556	13.673821777713	16.6174255666761	18.0631905482358	18.125164273154	15.8908780534429
"ENSG00000005810"	82.1051922127028	74.7221768529794	85.220723214781	56.5108759484265	74.7617439838343	95.2492348647047
"ENSG00000005812"	147.048645805769	139.00049899863	127.030986554146	104.411876826555	104.590950450516	108.027315132521
"ENSG00000005882"	33.262993575303	34.3709391534372	37.5164026342971	35.9888796663799	39.1044037093201	36.4320276254387
"ENSG00000005884"	450.10977984805	455.064788762289	441.367029187	488.406554231787	525.338010774211	501.157002547656
"ENSG00000005889"	106.532435485214	105.730197315055	108.033781523601	81.5055393921414	90.2975990751091	94.2817056162934
"ENSG00000005893"	350.46192387939	311.636916638524	315.731085766846	278.541770984632	272.973361856682	273.273052509601
"ENSG00000005955"	105.229172555476	96.3057786128772	95.2732399156098	89.9841798535582	91.5010808075318	89.7459234947398
"ENSG00000005961"	1.86180418534104	4.33354967109058	1.31298177316947	1.17963693376234	1.45876573626994	1.21996898441786
"ENSG00000006007"	77.2451385672885	71.1459465418852	78.532722307699	94.1313409488164	92.7187855058831	92.2797052316076
"ENSG00000006015"	3.79808053809572	5.17501562664215	3.07730103086595	4.97659331430986	3.75632177089509	3.34709439314645
"ENSG00000006016"	1.06048366397026	1.61309023679236	1.45084485935227	0.946290002802474	1.25417384175808	1.19994898057101
"ENSG00000006025"	14.4476004782465	18.8909107021327	16.2481494429722	11.2802781791023	12.4359779017012	9.97872066741791
"ENSG00000006042"	52.0188089384286	51.2452766930906	52.4782402463673	1.9169100173638	1.56817316649018	2.5963442488893
"ENSG00000006047"	9.04836834075745	16.8293191110314	10.8320996286481	0.442363850160876	0.255284003847239	0.500500096171431
"ENSG00000006062"	19.8323105430898	20.4644520390142	21.3248755302928	25.2486540210156	23.8617605310355	22.0789361174825
"ENSG00000006114"	82.8502862476763	86.1240405507032	75.4964519572446	55.9221633911708	65.6809272755539	63.8450435178682
"ENSG00000006118"	37.3477919579413	38.7915805509274	39.6709236627073	40.4394286355401	36.7973656974092	37.3185384207823
"ENSG00000006125"	477.105940535495	468.570317348892	441.613213269469	421.757067474215	451.925625096426	455.705337564088
"ENSG00000006194"	43.0154962589564	44.5421588911668	36.4303205238034	32.7681022006669	35.4695241859694	35.7266353023971
"ENSG00000006210"	38.8372353062141	39.3806067198135	35.3274158343411	9.21628218156005	8.75259441761962	9.16540801113933
"ENSG00000006282"	49.9335882508467	54.5690672175193	51.1652584731978	28.9011048771772	27.0236352644006	26.4326613290537
"ENSG00000006327"	94.1700556945498	78.1301139729633	95.1091171939636	66.3545775241314	59.5905803266269	59.8723240045075
"ENSG00000006432"	38.1297497157845	39.8013396975892	42.6719076280078	26.9473312056334	29.2117838688055	32.4386624831109
"ENSG00000006451"	122.39500714432	116.332668355005	111.275205276113	108.416006943595	106.599306177926	108.57723961319
"ENSG00000006453"	16.7562376680694	17.961511554226	19.7652993678499	20.2366715986929	21.7713492309607	19.1115961723061
"ENSG00000006459"	54.2902100445447	48.9312453153238	62.5717876276076	13.1971881964661	16.9216825407313	18.1744097422251
"ENSG00000006468"	49.2261026604171	51.708082968644	56.9916150916374	72.2527621929431	80.5603377855073	84.0840161568004
"ENSG00000006530"	40.1777343196596	40.9793920353614	37.9123487002685	37.7483818803948	37.4902794221374	38.7261949412645
"ENSG00000006534"	8.00575799696647	10.3079579555067	8.94468832971702	23.8139206003272	21.6626711836086	19.7384725427608
"ENSG00000006576"	101.952397189275	93.5710142573346	92.5652150084477	71.8472619969623	75.1993737047152	74.7309206095968
"ENSG00000006607"	26.0849937191392	25.4842171968571	28.1277623425271	36.7195172922289	37.7466575002868	39.1384818954857
"ENSG00000006625"	25.1715925858109	24.4445860087731	28.2701388035552	32.6611976035447	33.8068959380558	37.1621321407288
"ENSG00000006634"	41.8388360138209	37.4873083198224	43.6849551273689	40.918656139881	39.2407983056613	43.4496645988824
"ENSG00000006652"	54.3646822119584	62.8995801774798	51.8217493597826	42.3194749987238	42.8877126463361	40.2276952297788
"ENSG00000006695"	17.7616119281535	18.470177724357	16.1250574017376	15.4827347556307	15.3899785176478	13.5447838526394
"ENSG00000006704"	33.6241835872592	35.131203644278	35.7787533188681	25.767694271871	24.7990175165889	22.7101918637787
"ENSG00000006712"	74.4349313299348	72.9130250485435	68.7674203697511	95.3662733638489	89.5317470635674	91.9981739275112
"ENSG00000006715"	110.367752107017	121.086951003871	105.777094100966	97.1357287644924	101.347749527354	104.792207635893
"ENSG00000006744"	53.1358914496333	48.6367322308807	59.1662411534493	60.4563928553197	56.0166042727656	59.6533552124325
"ENSG00000006747"	26.6569399648759	28.6056351589756	32.6189806203749	37.8010969058723	41.3355859029449	41.80771147088
"ENSG00000006756"	139.087571109251	142.323868790081	147.358816550439	105.061045776666	109.261188955184	103.771500252264
"ENSG00000006757"	20.14472128539	20.2793295287928	22.6489355871734	26.763012934733	25.6378078149441	26.0572862569251
"ENSG00000006831"	158.923605260711	150.033379874845	151.157026636135	166.107625735409	165.20521963257	171.64025173079
"ENSG00000006837"	4.27172352284648	4.23299448940217	3.50196857312545	2.39871797749735	2.08822315147041	2.50343891853748
"ENSG00000007047"	42.4491354257757	44.9763553242314	41.3178951744268	28.790513914637	27.3153884116546	25.9008799768716
"ENSG00000007062"	7.96852191325965	9.29819880884485	10.6269462265904	6.26682121061241	7.33029782475643	8.6649079149679
"ENSG00000007080"	35.8583486096684	34.836690559835	32.8245443292368	28.7167866062769	24.1425729352675	26.6516301211287
"ENSG00000007168"	314.570435155222	295.649063483044	300.42664197334	312.308878213579	326.845580497131	337.58731486763
"ENSG00000007202"	253.466766514003	226.081707073774	269.854681998697	225.859554159348	240.65695980966	240.223154284041
"ENSG00000007255"	6.88867548576185	8.33051295996054	7.38552247407827	9.47395912427876	8.38790298355214	8.97772047507505
"ENSG00000007341"	12.5712742202598	13.9961032386893	15.4734901968022	20.5868763134036	18.8567352898933	18.8069167387617
"ENSG00000007372"	1.26230323766122	1.51463871999283	1.5419329698659	29.195645474076	29.7001056990218	24.9930979274406
"ENSG00000007376"	9.04836834075745	8.75124593773633	9.31396445342093	11.1696872165621	10.1748910104828	9.97872066741791
"ENSG00000007384"	23.3097884004698	22.3409211198942	25.6441752572162	23.1872384792659	26.0754375358251	21.365097855318
"ENSG00000007392"	47.4015345587829	64.7928785774709	61.2998365348497	40.881792485701	40.006650317203	36.473944508493
"ENSG00000007402"	0.297888669654566	0.168293191110314	0.287214762880822	5.23463889357037	5.50684065441901	5.25525100980003
"ENSG00000007516"	19.4052126629726	28.7541539001305	14.1125025275512	1.1084900811948	0.98721971202068	0.908407674551148
"ENSG00000007520"	17.6074545416073	15.5911019574373	15.5526794099965	16.6966548877805	16.7003148402523	19.9874713406061
"ENSG00000007541"	43.7896344392213	45.5653814931175	46.1184847825777	57.028073016573	54.9954682573766	54.3981042026324
"ENSG00000007545"	34.108997397122	36.1847190206286	36.2021899407152	32.3662883701041	35.4986995006948	35.1707673830867
"ENSG00000007866"	13.4794623018691	12.2433296532753	15.5095971955644	30.4493783527403	30.3423273144147	28.3408179457073
"ENSG00000007923"	56.1613232508125	58.9968610756317	57.3912539188458	63.4316583841934	67.3679898495501	64.4981961433719
"ENSG00000007944"	22.3788863077993	21.8360415465632	20.8435856490654	34.8730168543491	39.569020596322	34.7847566839145
"ENSG00000007968"	9.08560442446427	7.74148679107444	8.49335084519002	11.1328235623821	11.8160024637865	12.2935336122108
"ENSG00000008018"	132.188097159214	134.171746612698	131.708484121063	164.190715718045	148.210598805026	167.573688449397
"ENSG00000008083"	25.76736992512	28.9885021687516	27.6957092777935	17.5102357355347	19.7298065830509	19.613347518718
"ENSG00000008086"	9.34625701041202	10.0134448710637	6.93418498955127	2.94909233440584	3.90219834452208	2.84659429697501
"ENSG00000008128"	20.368510148468	21.0606306685225	25.725005697627	29.0083781108413	28.5746679334896	24.1588268296349
"ENSG00000008130"	32.2836845738136	24.8232456887713	31.5525932364789	45.8583858000108	45.659367545249	42.7614769666467
"ENSG00000008256"	47.7366593121443	45.4391615997848	50.0163994216745	88.2147244529147	89.2764630597201	83.8650473647254
"ENSG00000008277"	21.1128594617674	24.4025127109955	25.7672672984509	3.76009272636745	4.30335892199631	5.00500096171431
"ENSG00000008282"	199.473700417439	179.063955341374	188.618037851877	281.306545048137	263.744845117605	279.873397527862
"ENSG00000008283"	14.0752396411783	13.1268689066045	15.2634131130951	37.5271999553143	32.7128216358533	34.6909129158823
"ENSG00000008294"	247.098651478463	268.09105343873	256.441752572162	160.025122795697	174.17662891063	174.174033467658
"ENSG00000008300"	5.84606514197086	7.69941349329686	9.10881105136321	5.27150254775044	4.63158121265705	4.87987593767145
"ENSG00000008311"	30.3474082210589	37.5714549153776	33.891342019937	16.4043261101325	17.6145962654595	16.9857220138179
"ENSG00000008324"	16.7562376680694	15.0201673065955	15.7557812780337	15.2246891763702	13.6759287775307	15.6719092613679
"ENSG00000008382"	10.3884949933659	8.20429306662781	10.0935473812403	9.10532258247803	7.51264354179018	7.19468888246432
"ENSG00000008394"	95.0264856198067	84.146595555157	88.7493617301739	17.2153265020941	16.4475836764435	17.7990346700965
"ENSG00000008405"	45.6514386245623	32.7750989687336	56.1299708029949	33.1035614537056	35.3021308177325	36.8180383246109
"ENSG00000008441"	61.8491350370293	67.3593497419032	68.9725737718088	86.1134961646506	93.4339454080895	86.5552353816469
"ENSG00000008513"	46.8429933031806	49.0574652086565	53.7501913391252	42.430065961264	43.7265029446914	36.2236944604073
"ENSG00000008517"	19.3627635275468	21.4153085687875	18.1765914223149	20.680509995021	22.173239191303	21.6153479034037
"ENSG00000008710"	67.786800944919	80.5972921546405	59.2158882767473	63.1448591546725	62.1197154218849	64.7012114948814
"ENSG00000008838"	59.5404978472064	66.4337371907964	59.3303638750955	54.1895716447073	56.5271722804601	52.3022600499146
"ENSG00000008853"	30.8873314348078	29.4677170304382	30.2839245981539	65.4628457295155	61.8035279485484	64.8835812174239
"ENSG00000008869"	53.9550852911833	60.2068891197148	49.4419698959129	31.1866514363418	35.8491679688337	34.4719441238073
"ENSG00000008952"	345.848745468952	303.516770167451	332.184388611876	262.76412699556	273.591513837427	284.628148441491
"ENSG00000008988"	504.735114645956	521.708892441973	473.576113310064	377.926182654109	356.011777936678	364.145101220727
"ENSG00000009307"	710.054880205366	693.115507587828	642.458393883987	506.506608434203	533.76238290117	546.608667531224
"ENSG00000009335"	153.152012286154	143.34372552821	154.562573110294	118.959012039096	125.344445888994	129.191587324251
"ENSG00000009413"	59.0527051506471	52.2520907089081	58.7518312812927	48.7687712975276	62.2871087901219	69.2244811140308
"ENSG00000009724"	0.707485590429595	1.09390574221704	0.61546020617319	0.811000391961606	0.984666871982207	1.03228144835358
"ENSG00000009780"	12.5113241254918	9.63478519106547	12.2681734430522	12.4967787670448	12.2536321846675	12.5437836602965
"ENSG00000009790"	1.82456810163422	2.27195807998924	2.42081014428121	1.9169100173638	1.85992631374417	2.72146927293216
"ENSG00000009830"	7.96852191325965	8.07807317329507	11.0372530307059	15.15096186801	15.3535093742411	14.0140026928001
"ENSG00000009844"	98.899038325316	92.6454017062278	90.0213128229319	102.849595162404	99.4878232136097	101.976894594929
"ENSG00000009954"	225.166598175145	191.81216456798	220.704029933706	218.159105437672	236.502394992764	246.777828668526
"ENSG00000010017"	94.9583435866232	87.8490457595839	83.2455062597692	81.7355685942251	82.8261656653685	80.3587313784844
"ENSG00000010030"	0.48406908818867	0.252439786665471	0.328245443292368	6.93036698585373	7.65852011541717	8.91515796305362
"ENSG00000010072"	12.6785141413354	9.20269242288974	12.967336237265	19.1514056196315	23.1735877949501	20.6681514713993
"ENSG00000010165"	36.8637228697526	37.8238947020431	37.8713180198569	42.2088840361836	45.4405526848085	44.2629772551609
"ENSG00000010219"	12.88368496256	11.5268213921232	12.4322961646984	12.8521443933407	11.6686671244232	12.3216867426204
"ENSG00000010244"	197.388479729857	222.39945205228	203.717328243326	215.873558878508	215.714983250917	209.897227831894
"ENSG00000010256"	158.923977621548	155.544981883708	140.40698836831	157.370939694732	138.655683232458	145.895778033972
"ENSG00000010270"	69.2218796109799	65.8447110219103	67.7416533594624	63.2948942271854	61.4869757837778	66.0972939506396
"ENSG00000010278"	183.611128758333	175.613944923613	162.973862594661	394.514827035141	372.751114760376	395.864294815591
"ENSG00000010292"	146.736235063469	145.980459099931	151.408955013862	185.992986709766	200.415812900352	203.730753834502
"ENSG00000010295"	17.3520150073785	16.6189526221435	19.9819413604229	18.7267363234771	19.2192385753564	16.3913781496144
"ENSG00000010318"	3.09059494766613	2.56647116443229	2.13359538140039	3.98127465144789	3.71985262748834	3.19068811309287
"ENSG00000010322"	150.582722510383	193.410949883528	161.168512656553	114.498509883307	116.538241830567	101.695363290833
"ENSG00000010361"	16.5339382483396	17.8466514512932	15.8419457068979	20.1603638345401	16.0828922423761	18.1606459895804
"ENSG00000010404"	212.672030287322	204.756014629252	191.512342048107	132.18458524928	145.539234050481	145.457527637262
"ENSG00000010539"	15.788099491692	14.5994343288197	16.084026721326	22.191919816404	18.5131959590018	22.022004231543
"ENSG00000010626"	7.96293650070363	9.94991419141954	8.36984849715126	7.40664539786027	6.39887590214808	7.13275199556311
"ENSG00000010704"	37.9063332135436	39.5488999109238	33.5220658962331	34.2463347332878	38.9490451584073	36.2862569724288
"ENSG00000010803"	35.523223856307	35.2153502398332	35.2043237931064	32.9192431828052	34.0257107984963	32.5637875071537
"ENSG00000010810"	24.724759581329	24.3183661154404	25.3569604943354	27.3896950557942	24.5802026561484	25.0562860645823
"ENSG00000010818"	111.187318309404	99.9240822217489	99.0890931938835	33.0666977995255	39.9701811737963	44.9824461434074
"ENSG00000011007"	82.0437526745865	72.48429814419	69.3315922254098	64.2629337859541	74.3113500627609	69.2304245526728
"ENSG00000011009"	47.2525902239556	44.7659888353435	48.1289881227434	60.4563928553197	57.840061443103	54.6796355067289
"ENSG00000011021"	51.4956419623478	56.3306761954665	51.0782734307254	29.9701508483994	35.1504191811604	29.3399412626895
"ENSG00000011028"	182.307865828595	212.428080478994	190.259265068339	179.747177782036	188.509002269483	182.619972590551
"ENSG00000011052"	0.945051804479112	1.54955955714822	0.793533359159299	0.991263660902163	1.76583592375476	4.90677781784067
"ENSG00000011105"	113.532819222097	126.935139394954	114.967966513152	138.902248950515	139.312127813779	125.907055443126
"ENSG00000011114"	94.1700556945498	83.7679358751588	85.0566004931348	63.7011316962498	71.7712742244809	75.6380770339075
"ENSG00000011132"	12.0644911210099	14.9780940088179	13.0477563708716	12.6810970379451	10.9772121654313	10.4479395075786
"ENSG00000011143"	16.1604603287602	18.0915180443588	19.3664811542497	17.178462847914	16.4111145330368	16.1098468455179
"ENSG00000011198"	11.2452972794599	8.45673285329328	10.750038267825	11.4645964500027	10.3937058709233	12.0745648201358
"ENSG00000011201"	16.6445294169489	17.3341986843623	17.2739164532609	0.442363850160876	0.875259441761962	0.531781352182146
"ENSG00000011243"	62.7051926014491	69.2522274089164	61.4635489496917	52.1252070106232	52.333220788684	43.0742895267538
"ENSG00000011258"	52.5028780266173	55.494679768626	52.9295777308943	43.5728392408463	45.9146515490963	46.5152276879324
"ENSG00000011260"	52.7635306125651	50.2355175464287	60.9715910915573	58.3183009128755	51.6403070639558	60.2789803326467
"ENSG00000011275"	74.1370426602802	76.0264490840843	79.4764279571645	68.676987737476	72.0630273717349	66.3788252547361
"ENSG00000011295"	43.7523983555144	42.6677934751757	47.9373748452215	70.9809661237306	67.7210111577274	71.6181228239706
"ENSG00000011304"	343.428400028008	360.273648869405	338.790328158135	295.646506524186	285.699269448467	291.791556067944
"ENSG00000011332"	2.79270627801156	3.11342403554081	2.74905558757358	1.21650058794241	1.23995087582945	1.28253149643929
"ENSG00000011347"	0.111708251120462	0.084146595555157	0.20515340205773	4.42363850160876	4.26688977858957	4.06656328139288
"ENSG00000011376"	44.6088282807713	44.513549048678	44.8875643702313	53.5997531778262	55.1413448310036	57.8077611078003
"ENSG00000011405"	189.792318653666	172.837107270292	173.682870182074	135.031565261607	160.318354416066	171.577689218769
"ENSG00000011422"	20.8894429595265	20.7000625065686	17.9304073398456	10.3955504787806	9.44550814234784	10.2289707155036
"ENSG00000011426"	306.192316321187	284.163053189765	279.500994963451	278.357452713731	289.309714645735	299.518026302591
"ENSG00000011451"	35.4115156051866	40.1379260798099	35.2863851539295	34.7255622376288	35.9221062556472	34.5345066358288
"ENSG00000011454"	114.538193482181	123.611348870526	115.788580121383	111.660008511441	126.730273338451	125.187586554879
"ENSG00000011478"	13.5539344692828	15.272607093261	11.7347745977021	10.8747779831215	10.3207675841098	9.07156424310719
"ENSG00000011485"	77.2190733086938	76.6154752529704	82.2254835447381	98.0204564648141	92.1210562454465	92.2797052316076
"ENSG00000011523"	23.0118997308153	26.1544448304539	24.0029480407544	30.9463004110877	29.6494135896865	29.9361620022537
"ENSG00000011566"	69.5942404480481	70.6818780673985	75.7016053593023	117.115829330092	118.852938362593	124.061461338494
"ENSG00000011638"	12.1389632884236	12.3695495466081	10.3397314637096	10.4692777871407	11.159557882465	11.8555960280608
"ENSG00000012048"	67.7696723464138	61.8477477330404	60.7664376894996	74.0590812477667	88.9482407690594	91.8730489034683
"ENSG00000012061"	65.1549545485209	73.0392449418763	70.0730166204464	67.2046533895239	68.7308417386603	63.6545406687629
"ENSG00000012171"	4.87792696559352	6.81587423996772	4.1030680411546	4.79227504340949	5.14214922035153	4.91115719368217
"ENSG00000012174"	50.5986247058505	50.3823533556725	53.9331881737607	52.9144578466186	53.5319615324638	58.3714493411134
"ENSG00000012211"	4.97287897904592	4.68149584371116	4.48506367578609	4.5460258334866	4.85367829600415	4.93117719752903
